Entity,Relation,Value
august_1984,generalizations,date
antique_sienna,generalizations,color
sierra_del_tontal_chinchilla_rat,generalizations,mammal
louvre,generalizations,museum
first_nations_students,generalizations,victim
viewtiful_joe__battle_carnival,generalizations,videogame
deep_slate_green,generalizations,color
amazin__mets_1969_world_series,generalizations,sportsgame
benzamidosalicylic_acid,generalizations,drug
scientology_founder_l__ron_hubbard,generalizations,writer
kaiser_permanente_bellflower_medical_centre,generalizations,hospital
kill_games,generalizations,videogame
wsu_students,generalizations,victim
bell_pepper,generalizations,food
vogelpark_herborn,generalizations,zoo
islamist_insurgents,generalizations,terroristorganization
champions_cup_tennis___champions_series,generalizations,awardtrophytournament
internas,generalizations,currency
millet_seed,generalizations,grain
pianet,generalizations,musicinstrument
thin_syrup,generalizations,visualizableobject
bintang_beer,generalizations,beverage
jackrabbits,generalizations,animal
oregon_art_museums,generalizations,museum
marble_mosaic_floors,generalizations,bathroomitem
pheromones,generalizations,product
challenge_cup_final,generalizations,awardtrophytournament
davis_national_music_festival,generalizations,musicfestival
pony,generalizations,animal
n30_foot_waves,generalizations,weatherphenomenon
anime_2009,generalizations,convention
lounge_set,generalizations,furniture
governors_avenue,generalizations,street
abbeyfest,generalizations,musicfestival
abbeyfest,generalizations,musicfestival
union_government,generalizations,politicalparty
beautiful_forests,generalizations,landscapefeatures
hurricane_wind,generalizations,weatherphenomenon
houses,generalizations,building
houses,generalizations,building
houses,generalizations,building
houses,generalizations,building
textured_tablecloth,generalizations,tableitem
warming_emissions,generalizations,sociopolitical
belgian_grand_prix,generalizations,grandprix
afi_film_festival,generalizations,convention
afi_film_festival,generalizations,convention
afi_film_festival,generalizations,convention
afi_film_festival,generalizations,convention
afi_film_festival,generalizations,convention
afi_film_festival,generalizations,convention
afi_film_festival,generalizations,convention
enterococcaceae,generalizations,archaea
abraham_lincoln_memorial,generalizations,monument
indoor_gas,generalizations,weapon
bear_cats,generalizations,mammal
jc_bach,generalizations,visualartist
human_rights_crimes,generalizations,crimeorcharge
human_rights_crimes,generalizations,crimeorcharge
human_rights_crimes,generalizations,crimeorcharge
human_rights_crimes,generalizations,crimeorcharge
owner_directors,generalizations,profession
deutsche_lufthansa_ag,generalizations,agent
taylor_s_disease,generalizations,disease
distance_wind,generalizations,weatherphenomenon
pasterns,generalizations,bone
thomas_a__benes,generalizations,astronaut
cart_company,generalizations,mlsoftware
greenfield_s_disease,generalizations,disease
cat_milk,generalizations,beverage
shabaz_pizza_donut_rest_inc,generalizations,restaurant
larval_salamanders,generalizations,amphibian
kalaw,generalizations,city
door_slides,generalizations,hallwayitem
deadly_organism,generalizations,archaea
lelectronique_com,generalizations,blog
additional_hobbies,generalizations,hobby
i_left_my_heart_in,generalizations,musicsong
n7_36_pm,generalizations,mldataset
jewelry_month,generalizations,personalcareitem
tea_leaves,generalizations,legume
conflict_and_security_law,generalizations,academicfield
covenant_medical_center_cooper_and_harris_campus,generalizations,hospital
january_10_meeting,generalizations,musicfestival
balaenopteridae,generalizations,mammal
b__14_dec_1900_d__1983,generalizations,date
treasure_island_outdoor_furniture,generalizations,furniture
ecowas_executive_secretary,generalizations,politicaloffice
baronis_pizza,generalizations,restaurant
n1_51_pm,generalizations,mlmetric
vogelpark_olching,generalizations,aquarium
interstate_478_in_new_york,generalizations,highway
bb_flugelhorn,generalizations,musicinstrument
libya___benghazi,generalizations,country
card_5,generalizations,officeitem
saddled_grenadier,generalizations,fish
home_business_home,generalizations,museum
partidul_social_democrat,generalizations,politicalparty
albert_vi_of_austria,generalizations,monarch
structural_consulting,generalizations,academicfield
iaea_director_general,generalizations,politicaloffice
educations_programs,generalizations,politicsissue
your_free_dvd_ripper,generalizations,consumerelectronicitem
elisabeth_bridge,generalizations,bridge
amaranth_seeds,generalizations,visualizableobject
n1901_1932,generalizations,year
allyl_cyclohexyldecanoate,generalizations,chemical
jack_c__voight,generalizations,politicianus
interstate_27_in_texas,generalizations,highway
casino_gow_pai_poker,generalizations,traditionalgame
excision_of_cranial_cyst,generalizations,medicalprocedure
interest_rate_balance_transfer,generalizations,arachnid
overassess,generalizations,emotion
grinl1a_combined_protein_isoform_3,generalizations,protein
us_bankruptcy_code,generalizations,politicsbill
fight_club,generalizations,movie
fight_club,generalizations,movie
lasagna,generalizations,food
lasagna_with_meat_sauce,generalizations,food
vegetable_lasagna_recipe,generalizations,recipe
lettuce_salad,generalizations,visualizableobject
huge_picture_windows,generalizations,buildingfeature
irises,generalizations,plant
yellow_cobra,generalizations,reptile
edward_harvey,generalizations,male
chagos_islands_national_championship,generalizations,awardtrophytournament
jesus_christ,generalizations,male
jesus_christ,generalizations,male
ethnology_and_culture,generalizations,academicfield
age_of_empires_2,generalizations,videogame
age_of_empires_2,generalizations,videogame
age_of_empires_2,generalizations,videogame
age_of_empires_2,generalizations,videogame
age_of_empires_2,generalizations,videogame
age_of_empires_2,generalizations,videogame
france,generalizations,sportsteam
france,generalizations,sportsteam
zelda_2__adventure_of_link,generalizations,videogame
breezy_wind,generalizations,weatherphenomenon
election_of_1852,generalizations,election
election_of_1900,generalizations,election
support_vector_machines,generalizations,mlalgorithm
support_vector_machines,generalizations,mlalgorithm
support_vector_machines,generalizations,mlarea
melophobia,generalizations,disease
carbon_steel_nipple,generalizations,buildingmaterial
david_trachtenberg,generalizations,politician
pocker_te,generalizations,boardgame
foot_high_snow,generalizations,weatherphenomenon
wattled_broadbill,generalizations,bird
wattled_broadbill,generalizations,bird
tourism_education,generalizations,politicsissue
stock___powder_chicken,generalizations,food
n10_hour_period,generalizations,nondiseasecondition
politicians,generalizations,profession
experimental_psychology__general,generalizations,academicfield
abdominal_pain,generalizations,disease
paris,generalizations,city
paris,generalizations,city
paris,generalizations,city
love,generalizations,emotion
love,generalizations,emotion
love,generalizations,emotion
love,generalizations,emotion
love,generalizations,emotion
acceptance,generalizations,emotion
acceptance,generalizations,emotion
acceptance,generalizations,emotion
acceptance,generalizations,emotion
acceptance,generalizations,emotion
personal_joy,generalizations,emotion
egypt___aswan,generalizations,country
guitare,generalizations,musicinstrument
himalayan_black_lored_tit,generalizations,bird
president,generalizations,person
ferntree_gully,generalizations,city
ferntree_gully_road,generalizations,street
olinda,generalizations,city
table_tennis,generalizations,sport
table_tennis,generalizations,hobby
xbox_ea,generalizations,videogamesystem
bass,generalizations,fish
shiny_wooden_floor,generalizations,hallwayitem
disney_channel_games,generalizations,sportsevent
country_gospel,generalizations,musicgenre
amelia,generalizations,book
tehran,generalizations,city
tehran,generalizations,city
a_joint,generalizations,bone
cribriform_plate_of_the_ethmoid_bone,generalizations,bone
knee_area,generalizations,bone
metacarpal_head,generalizations,bone
function,generalizations,mlmetric
world_war_ii,generalizations,militaryconflict
armored_core_2,generalizations,videogame
economical_rooms,generalizations,officebuildingroom
anger,generalizations,emotion
anger,generalizations,emotion
cordless_drill,generalizations,tool
generator_room,generalizations,room
havenless,generalizations,emotion
downtown_dallas,generalizations,visualizablescene
pubic_arch,generalizations,bone
atari_2600,generalizations,videogamesystem
dreamcast,generalizations,videogamesystem
gamecube,generalizations,videogamesystem
n1906_french_grand_prix,generalizations,grandprix
tom_mitchell,generalizations,mlauthor
tom_mitchell,generalizations,male
tom_mitchell,generalizations,personus
alon_y__halevy,generalizations,mlauthor
league_of_legends,generalizations,videogame
the_king_of_fighters_98_ultimate_match,generalizations,software
earth,generalizations,planet
door_glass_front_driver,generalizations,vehicle
workforce_data,generalizations,scientificterm
stress_periods,generalizations,nondiseasecondition
perpetual_warfare,generalizations,sociopolitical
average_doctor,generalizations,jobposition
samsung_sgh_d840,generalizations,product
danny_devito,generalizations,male
danny_devito,generalizations,actor
got_the_time_single,generalizations,musicalbum
community_health_education,generalizations,politicsissue
silver,generalizations,color
mathematics,generalizations,academicfield
barbecued_ribs,generalizations,meat
n2005_chardonnay,generalizations,wine
hillary_clinton,generalizations,female
hillary_clinton,generalizations,female
hillary_clinton,generalizations,female
hillary_clinton,generalizations,politicianus
hillary_clinton,generalizations,politicianus
hillary_clinton,generalizations,politicianus
glycopine,generalizations,drug
glycopine,generalizations,drug
mandalay_bay_resort_and_casino,generalizations,hotel
soccer_player,generalizations,jobposition
ganges,generalizations,river
ganges,generalizations,river
ganges,generalizations,river
n9_11_08,generalizations,date
neck,generalizations,bodypart
sandwich,generalizations,city
cancer,generalizations,disease
cancer,generalizations,disease
world_war_2,generalizations,militaryconflict
cannes_film_festival,generalizations,filmfestival
cannes_film_festival,generalizations,filmfestival
anchovies,generalizations,fish
anchovies,generalizations,agriculturalproduct
crocidae,generalizations,insect
north_american_river_otter,generalizations,mammal
action_movies,generalizations,movie
action_movies,generalizations,movie
action_movies,generalizations,movie
action_movies,generalizations,movie
hillary_clinton,generalizations,celebrity
alice_in_wonderland,generalizations,book
alice_in_wonderland,generalizations,book
alice_in_wonderland,generalizations,book
munich_olympics,generalizations,olympics
munich_olympics,generalizations,olympics
munich_olympics,generalizations,olympics
drawer_chests,generalizations,furniture
long_beach_boulevard,generalizations,street
n1899_1975,generalizations,year
n2_77_percent,generalizations,physicsterm
australian_grand_prix,generalizations,grandprix
australian_grand_prix,generalizations,grandprix
australian_grand_prix,generalizations,grandprix
australian_grand_prix,generalizations,grandprix
activin_receptor,generalizations,protein
anna_karenina,generalizations,book
acetic_acid,generalizations,chemical
acetic_acid,generalizations,chemical
acetic_acid,generalizations,drug
cattle,generalizations,mammal
cattle,generalizations,mammal
cattle,generalizations,agriculturalproduct
cattle,generalizations,agriculturalproduct
obama,generalizations,politician
obama,generalizations,politician
obama,generalizations,politician
detaching,generalizations,physicalaction
